BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202406,26,1728,202406,26,1729,191306,1179037,NEW MEXICO,35,2024,June,Lightning,C,5,CHAVES,ABQ,26-JUN-24 17:28:00,MST-7,26-JUN-24 17:29:00,0,0,0,0,50.00K,0.00K,Public,,,,,,,,,,,,1.0,S,HAGERMAN,1.0,S,HAGERMAN,33.1079,-104.3299,33.1079,-104.3299,"Record levels of monsoon moisture remained in place across NM as an upper level disturbance approached from the west and pushed the upper level high over the state south into New Mexico. Showers and thunderstorms developed over the high terrain in northeastern New Mexico midday June 26th, spreading over central and eastern NM during the afternoon and evening hours. These outflow boundaries produced severe wind gusts of up to 63 mph at Cannon AFB and at a mesonet station along I-40 in Cibola County. Additionally storms and several landspouts developed along a boundary in eastern Chaves County. A 91 mph wind gust was measured by a trained spotter just east of Hagerman, with damage being reported across town. There were at least two confirmed landspouts, one on the east side of town and another on the west side of town. Reports relayed to the Hagerman Police Chief indicate there could have been another landspout, but this is unable to be verified. After a lull in activity, overnight into the morning hours of June 27th, more showers and thunderstorms developed across the state by midday as the upper level disturbance moved across the state. These storms resulted in a severe thunderstorm wind gust of 63 mph at the Gallup Municipal Airport, flash flooding on U.S. Highway 64 at the Arizona border, and on NM Highway 605 just north of Milan in Cibola County. Storms moved east and gradually dissipated late in the day.||Key Words: Landspout, Thunderstorm Wind Gust, Flash Flooding.","Lightning struck a tree in the front yard of a residence at 207 Linden Street in Hagerman, NM. The large and very alive tree was split down its main trunk with large branches causing damage to the roof of the house and their vehicle.",CSV
202409,1,1332,202409,1,1332,194051,1199266,TENNESSEE,47,2024,September,Lightning,C,37,DAVIDSON,OHX,01-SEP-24 13:32:00,CST-6,01-SEP-24 13:32:00,1,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,NNE,UNA,1.0,NNE,UNA,36.0904,-86.6144,36.0904,-86.6144,"Scattered thunderstorms impacted Middle Tennessee on September 1, 2024. Lightning with one of these thunderstorms reportedly struck a man near Antioch.",Lightning reportedly struck and injured a 25-year-old man in the chest near Antioch. The man refused medical attention and exact injuries are unknown.,CSV
202406,21,1823,202406,21,1823,191859,1181857,CONNECTICUT,9,2024,June,Lightning,C,11,NEW LONDON,OKX,21-JUN-24 18:23:00,EST-5,21-JUN-24 18:23:00,4,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,NE,VOLUNTOWN,1.0,NE,VOLUNTOWN,41.58,-71.85,41.58,-71.85,"The region was placed on the northeast edge of an upper level ridge, with subtle convectively induced disturbances moving through. Thunderstorms were triggered in an environment with weak shear and moderate to strong instability. Some of these storms became severe and produced damaging wind gusts.",Four people injured by a lightning strike at a Voluntown campsite.,CSV
202409,7,337,202409,7,545,196661,1216711,PUERTO RICO,99,2024,September,Lightning,C,127,SAN JUAN,SJU,07-SEP-24 03:37:00,AST-4,07-SEP-24 05:45:00,0,0,0,0,3.00K,0.00K,Broadcast Media,,,,,,,,,,,,4.0,N,SAN JUAN,4.0,N,SAN JUAN,18.4363,-66.0443,18.4363,-66.0443,"Unsettled weather conditions prevailed across Puerto Rico through the first week of September as a retrograding upper level trough lingered in the region. The instability of the trough, diurnal heating, and low level moisture combined to generate widespread showers and thunderstorms across the region. Each day, accumulations ranged from 2 to 3 inches, with maximum amounts up to 5 inches in some areas. This led to several reports of mudslides, lightning, and gusty winds.","Lightning struck the roof of a house in Residencial Fray Bartolome de las Casas in Santurce. Damage to the roof was visible from inside the house, with paint surrounding the area stripped away and small debris visible on the living room. The house was left without electrical power. Paramedics visited the scene, but everyone was ok.",CSV
202409,7,1415,202409,7,1515,196661,1216713,PUERTO RICO,99,2024,September,Lightning,C,23,CABO ROJO,SJU,07-SEP-24 14:15:00,AST-4,07-SEP-24 15:15:00,0,0,0,0,3.00K,0.00K,Broadcast Media,,,,,,,,,,,,5.0,NNW,CABO ROJO,5.0,NNW,CABO ROJO,18.09,-67.17,18.09,-67.17,"Unsettled weather conditions prevailed across Puerto Rico through the first week of September as a retrograding upper level trough lingered in the region. The instability of the trough, diurnal heating, and low level moisture combined to generate widespread showers and thunderstorms across the region. Each day, accumulations ranged from 2 to 3 inches, with maximum amounts up to 5 inches in some areas. This led to several reports of mudslides, lightning, and gusty winds.","Lightning struck the outside wall of a house in Urbanizacion Mirador del Sol in Cabo Rojo. Damage was visible from outside the house, with paint and some cement surrounding the areas (entry and exit points were visible and showed damage) stripped away. Small debris was visible in the garden and driveway.",CSV
202409,24,1341,202409,24,1341,195293,1207144,TENNESSEE,47,2024,September,Lightning,C,37,DAVIDSON,OHX,24-SEP-24 13:41:00,CST-6,24-SEP-24 13:41:00,0,0,0,0,50.00K,0.00K,State Official,,,,,,,,,,,,1.0,NW,OAK HILL,1.0,NW,OAK HILL,36.1079,-86.8296,36.1079,-86.8296,"Thunderstorms developed ahead of a cold front that moved eastward through Middle Tennessee on September 24, 2024. With plenty of instability and wind shear, these thunderstorms strengthened and became severe through the afternoon and evening. Damaging winds were the primary threat with numerous reports of downed trees and powerlines received. The most significant damage was reported in Ethridge where severe winds caused a tent to collapse, injuring three people. Some hail reports were received as well, but these were mostly less than one inch in diameter.","Lightning struck a house on Kensington Park, causing a fire. Extent of damages is unknown.",CSV
202406,21,1530,202406,21,1545,193837,1197822,COLORADO,8,2024,June,Lightning,C,85,MONTROSE,GJT,21-JUN-24 15:30:00,MST-7,21-JUN-24 15:45:00,0,0,0,0,500.00K,0.00K,Trained Spotter,,,,,,,,,,,,0.0,SW,MONTROSE,0.0,SW,MONTROSE,38.4753,-107.8769,38.4753,-107.8769,"Very deep tropical moisture associated with the remnants of Tropical Storm Alberto combined with monsoonal moisture was forced through eastern Utah and western Colorado due to a large high pressure ridge over the Central U.S. and a deep low pressure trough over the Great Basin. This deep moisture combined with strong instability and shear to produce widespread severe weather across eastern Utah and western Colorado with thunderstorms producing severe wind gusts, large hail and heavy rain which resulted in flash flooding and debris flows. One particular storm even produced a landspout tornado in southeast Utah. Frequent lightning also resulted in lightning damage in Montrose, Colorado.","One of several strong to severe thunderstorms that passed through the city of Montrose produced a bolt of lightning that struck a house south of town. This then set the house on fire, eventually destroying it.",CSV
202409,24,1340,202409,24,1340,195293,1207145,TENNESSEE,47,2024,September,Lightning,C,37,DAVIDSON,OHX,24-SEP-24 13:40:00,CST-6,24-SEP-24 13:40:00,0,0,0,0,50.00K,0.00K,State Official,,,,,,,,,,,,1.0,SW,BELLE MEADE,1.0,SW,BELLE MEADE,36.0888,-86.8895,36.0888,-86.8895,"Thunderstorms developed ahead of a cold front that moved eastward through Middle Tennessee on September 24, 2024. With plenty of instability and wind shear, these thunderstorms strengthened and became severe through the afternoon and evening. Damaging winds were the primary threat with numerous reports of downed trees and powerlines received. The most significant damage was reported in Ethridge where severe winds caused a tent to collapse, injuring three people. Some hail reports were received as well, but these were mostly less than one inch in diameter.","Lightning struck a house on Miles Court in Belle Meade, causing a fire. Extent of damages is unknown.",CSV
202409,24,1344,202409,24,1344,195293,1207146,TENNESSEE,47,2024,September,Lightning,C,37,DAVIDSON,OHX,24-SEP-24 13:44:00,CST-6,24-SEP-24 13:44:00,0,0,0,0,50.00K,0.00K,State Official,,,,,,,,,,,,1.0,S,BELLE MEADE,1.0,S,BELLE MEADE,36.0839,-86.8661,36.0839,-86.8661,"Thunderstorms developed ahead of a cold front that moved eastward through Middle Tennessee on September 24, 2024. With plenty of instability and wind shear, these thunderstorms strengthened and became severe through the afternoon and evening. Damaging winds were the primary threat with numerous reports of downed trees and powerlines received. The most significant damage was reported in Ethridge where severe winds caused a tent to collapse, injuring three people. Some hail reports were received as well, but these were mostly less than one inch in diameter.","Lightning struck a house on Belle Meade Boulevard in Belle Meade, causing a fire. Extent of damages is unknown.",CSV
202409,24,416,202409,24,416,195293,1207147,TENNESSEE,47,2024,September,Lightning,C,147,ROBERTSON,OHX,24-SEP-24 04:16:00,CST-6,24-SEP-24 04:16:00,0,0,0,0,25.00K,0.00K,Emergency Manager,,,,,,,,,,,,0.0,W,SPRINGFIELD,0.0,W,SPRINGFIELD,36.5007,-86.8844,36.5007,-86.8844,"Thunderstorms developed ahead of a cold front that moved eastward through Middle Tennessee on September 24, 2024. With plenty of instability and wind shear, these thunderstorms strengthened and became severe through the afternoon and evening. Damaging winds were the primary threat with numerous reports of downed trees and powerlines received. The most significant damage was reported in Ethridge where severe winds caused a tent to collapse, injuring three people. Some hail reports were received as well, but these were mostly less than one inch in diameter.","The Robertson County Emergency Operations Center was struck by lightning, causing minor damage.",CSV
202405,27,1620,202405,27,1620,192613,1188788,PUERTO RICO,99,2024,May,Lightning,C,71,ISABELA,SJU,27-MAY-24 16:20:00,AST-4,27-MAY-24 16:20:00,3,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,6.0,NW,ISABELA,6.0,NW,ISABELA,18.5139,-67.0646,18.5132,-67.0657,"Afternoon convection on May 27th over northwestern Puerto Rico produced cloud-to-ground lightning over Isabela, injuring three individuals.",A social media post indicated that a lightning strike affected 3 minors in Montones Beach in Isabela.,CSV
202409,9,1650,202409,9,1700,196662,1216738,PUERTO RICO,99,2024,September,Lightning,C,23,CABO ROJO,SJU,09-SEP-24 16:50:00,AST-4,09-SEP-24 17:00:00,0,0,0,0,3.00K,0.00K,Broadcast Media,,,,,,,,,,,,5.0,NNW,CABO ROJO,5.0,NNW,CABO ROJO,18.1,-67.16,18.1,-67.16,"An upper level trough lingered in the region, promoting unsettled weather conditions. Additionally, a tropical wave approached, bringing plenty of moisture in the region. Widespread showers and thunderstorms were observed across Puerto Rico, with rainfall accumulations of 1 to 3 inches each day, and maximum amounts up to 5 inches. This led to several reports of mudslides, lightning, and flooding.",A lightning stroke a wall at Galeria 100 Shopping Center in Cabo Rojo. The pictures indicated a small hole was left on the wall.,CSV
202409,13,1630,202409,13,1635,196663,1216743,PUERTO RICO,99,2024,September,Lightning,C,23,CABO ROJO,SJU,13-SEP-24 16:30:00,AST-4,13-SEP-24 16:35:00,0,0,0,0,0.10K,0.00K,Social Media,,,,,,,,,,,,3.0,WSW,CABO ROJO,3.0,WSW,CABO ROJO,18.0124,-67.1717,18.0124,-67.1717,"Another tropical wave moved into the region by the middle of September. With previously saturated soils, and additional showers and thunderstorms, mudslides, gusty winds and flooding was reported in Puerto Rico. This event brought rainfall accumulations of 1 to 2 inches per day, especially in the interior and west, and portions of eastern Puerto Rico, including the San Juan metro area.",A post in social media showed a lightning striking a palm tree at Balneario de Boqueron in Cabo Rojo.,CSV
202409,20,1815,202409,20,1900,196664,1216759,PUERTO RICO,99,2024,September,Lightning,C,79,LAJAS,SJU,20-SEP-24 18:15:00,AST-4,20-SEP-24 19:00:00,0,0,0,0,1.00K,0.00K,Social Media,,,,,,,,,,,,4.0,ENE,LAJAS,4.0,ENE,LAJAS,18.03,-66.97,18.03,-66.97,"The proximity of an upper level trough, along with an area of enhanced moisture, very light winds and strong heating resulted in explosive convection developing over Puerto Rico. The thunderstorms produced very heavy rainfall, lightning, gusty winds, and even hail. Flooding and landslides were reported in several areas in Puerto Rico. Water surges along rivers were common, with some rivers even reaching flood stage.","A lightning strike hit the roof of a residence along PR-117, between km 9.8 and 10.4, in Barrio La Plata, Lajas.",CSV
202409,21,1415,202409,21,1420,196664,1216760,PUERTO RICO,99,2024,September,Lightning,C,101,MOROVIS,SJU,21-SEP-24 14:15:00,AST-4,21-SEP-24 14:20:00,0,0,0,0,1.00K,0.00K,Social Media,,,,,,,,,,,,1.0,W,MOROVIS,1.0,W,MOROVIS,18.32,-66.43,18.32,-66.43,"The proximity of an upper level trough, along with an area of enhanced moisture, very light winds and strong heating resulted in explosive convection developing over Puerto Rico. The thunderstorms produced very heavy rainfall, lightning, gusty winds, and even hail. Flooding and landslides were reported in several areas in Puerto Rico. Water surges along rivers were common, with some rivers even reaching flood stage.","A lightning strike hit a house in Calle Reina of Sector La Linea in Morovis, damaging part of the roof.",CSV
202409,20,1058,202409,20,1058,196551,1216217,CALIFORNIA,6,2024,September,Lightning,C,71,SAN BERNARDINO,VEF,20-SEP-24 10:58:00,PST-8,20-SEP-24 10:58:00,0,0,0,0,25.00K,0.00K,Law Enforcement,,,,,,,,,,,,1.0,NNW,DAGGETT,1.0,NNW,DAGGETT,34.8611,-116.8887,34.8611,-116.8887,Cold low pressure passing overhead helped trigger isolated thunderstorms over the Mojave Desert. A couple of storms caused damage.,Lightning set fire to a transformer.,CSV
202410,5,2230,202410,5,2231,197160,1219733,MICHIGAN,26,2024,October,Lightning,C,103,MARQUETTE,MQT,05-OCT-24 22:30:00,EST-5,05-OCT-24 22:31:00,0,0,0,0,50.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,1.0,W,MARQUETTE,1.0,W,MARQUETTE,46.55,-87.4,46.55,-87.4,Lightning caused an attic fire in Marquette during the evening of the 5th as reported by the Marquette Fire Department.  Nearby tree damage was also reported as the lightning strikes were confirmed by NLDN/GLD lightning data sets.,"An attic fire reported by the Marquette Fire Department was likely started by lightning as determined by on-the-scene reports and NLDN/GLD lightning data sets.  No injuries were reported from the fire which occurred at a home on 310 Harrison Street in Marquette.  The City of Marquette Fire Department was assisted at the scene by the Marquette Township Fire Department, Chocolay Township Fire Department, the Marquette Police Department, UPHS EMS, SEMCO and the Maquette BLP.",CSV
202408,28,1730,202408,28,1731,195889,1211747,NORTH DAKOTA,38,2024,August,Lightning,C,15,BURLEIGH,BIS,28-AUG-24 17:30:00,CST-6,28-AUG-24 17:31:00,3,0,0,0,1.00K,0.00K,Public,,,,,,,,,,,,2.0,NNW,STERLING,2.0,NNW,STERLING,46.8534,-100.2923,46.8534,-100.2923,"Thunderstorms developed over southwest into south central North Dakota in an environment of very strong instability and elevated deep layer shear. The atmosphere remained capped until early in the evening when rapid thunderstorm development occurred. The initial severe storm produced a tornado near Selfridge in Sioux County, which broke power poles. Based on the damage done this this tornado was rated EF-1. Additional storms developed ahead of a frontal boundary, producing large hail and damaging winds. One storm over southern Morton County south of St. Anthony produced a four-inch diameter hailstone. In the town of St. Anthony, wind driven hail produced extensive damage to structures, with the siding shredded on some homes. Later in the evening, a storm passed over and to the south of Sterling in Burleigh County, producing 100 mph straight line winds which dislodged a large grain bin, broke or severely damaged 15 power poles, and significantly damaged a large sunflower field. The storm then moved towards Steele in Kidder County where it produced a tornado just to the east of town. The tornado crossed the path of a stopped train and knocked about 40 railroad cars off the tracks. An oats field was destroyed and several hardwood trees were snapped. This tornado was rated EF-1. Additional storms then continued through the evening producing hail over south central and parts of north central North Dakota before moving to the east and dissipating. Along with the severe weather, three male teenagers were struck by lighting to the north of Sterling in Burleigh County while returning to their vehicle after goose hunting. All three were injured and required medical attention at a hospital emergency room, but were able to quickly recover from their injuries.","A NWS meteorologist interviewed one of the victims. Three teenage males were goose hunting when thunderstorms approached their area. They packed up their equipment and were walking to their pickup truck close by when all three were struck by lighting. The victims were knocked down, and when they were able to get up they continued their return to the pickup truck and drove to a hospital emergency room in Bismarck.  One victim suffered a small brain bleed and reduced hearing. The second victim suffered a large cut in his hand along with a flash burn to his eyes. The third victim suffered tingling sensations in his right foot along with a headache. All the victims recovered from their injuries. The goose blinds they were carrying were severely damaged in the incident.",CSV
202408,17,1330,202408,17,1330,196292,1214920,MISSISSIPPI,28,2024,August,Lightning,C,23,CLARKE,JAN,17-AUG-24 13:30:00,CST-6,17-AUG-24 13:30:00,0,0,0,0,100.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,SSW,DE SOTO,2.0,SSW,DE SOTO,31.94,-88.728,31.94,-88.728,"Scattered strong to severe thunderstorms developed across various portions of Mississippi during the afternoons of August 14th, 16th, and 17th. These storms caused scattered wind damage from microbursts.",Lightning caused a house fire along County Road 265.,CSV
202408,14,2200,202408,14,2201,195436,1215106,KANSAS,20,2024,August,Lightning,C,173,SEDGWICK,ICT,14-AUG-24 22:00:00,CST-6,14-AUG-24 22:01:00,1,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,3.0,WSW,WICHITA,3.0,WSW,WICHITA,37.6798,-97.3805,37.6798,-97.3805,"A line of severe storms produced damaging winds across much of central and southcentral Kansas during the evening and nighttime hours of August 14th. There were several reports of structural damage with wind gusts up to 80 mph reported for the strongest of these storms. Schools in the towns of Douglass and Sedgwick were cancelled the following day due to damage caused by these storms. These storms also brought frequent cloud-to-ground lightning, and a person was injured by a nearby lightning strike.",Emergency management relayed a report from emergency medical service crews of an individual transported to the hospital after a person's ear drum ruptured from a nearby lightning strike.,CSV
202408,17,2310,202408,17,2310,196116,1214141,UTAH,49,2024,August,Lightning,C,3,BOX ELDER,SLC,17-AUG-24 23:10:00,MST-7,17-AUG-24 23:10:00,2,0,1,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,E,CORINNE,1.0,E,CORINNE,41.55,-112.099,41.55,-112.099,Thunderstorms brought gusty winds to much of Utah and flash flooding to southern Utah.,"A lightning strike capsized a fishing boat with three passengers on board, throwing the passengers into the river, leading to one fatality and two injuries. First responders were called just after midnight local time.",CSV
202408,6,1840,202408,6,1840,194220,1200175,PENNSYLVANIA,42,2024,August,Lightning,C,129,WESTMORELAND,PBZ,06-AUG-24 18:40:00,EST-5,06-AUG-24 18:40:00,0,0,0,0,5.00K,0.00K,Law Enforcement,,,,,,,,,,,,1.0,E,PLEASANT VLY,1.0,E,PLEASANT VLY,40.38,-79.66,40.38,-79.66,"A shortwave trough over the Great Lakes interacting with a quasi-stationary boundary over eastern Ohio and western PA spawned severe weather from mid afternoon through late evening. MLCAPE near 2000 J/kg along with a relatively strong, elongated shear profiles led to an environment for strong to severe winds and possible tornadoes.",A house was struck by lightning in Penn Township.,CSV
202408,30,1345,202408,30,1345,194043,1199214,TENNESSEE,47,2024,August,Lightning,C,35,CUMBERLAND,OHX,30-AUG-24 13:45:00,CST-6,30-AUG-24 13:45:00,1,0,0,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,SW,ISOLINE,2.0,SW,ISOLINE,36.0579,-85.0702,36.0579,-85.0702,"More summertime thunderstorms developed across Middle Tennessee during the afternoon and evening hours of August 30, 2024. Gusty winds were the primary threat with these thunderstorms, and one particular storm in Manchester snapped a tree onto a powerline. Elsewhere, a man in Crossville was severely injured after being struck by lightning.",Lightning reportedly struck and severely injured a man worked in a tree along Wilson Road in Crossville. The man was air flighted to a Knoxville hospital due to internal burns and a broken vertebra. His injuries were not life threatening.,CSV
202408,2,2258,202408,2,2258,192805,1189726,INDIANA,18,2024,August,Lightning,C,79,JENNINGS,IND,02-AUG-24 22:58:00,EST-5,02-AUG-24 22:58:00,2,0,0,0,1.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,SSW,QUEENSVILLE,2.0,SSW,QUEENSVILLE,39.029,-85.682,39.029,-85.682,"A lingering, small upper level short wave slowly departing the Midwest, combined with adequate daytime heating to promote scattered afternoon showers across much of central Indiana with a few embedded non-severe thunderstorms.|One thunderstorm crossing Jennings County produced a cloud-to-ground lightning strike that struck a tent in the County Squire Lakes neighborhood northwest of North Vernon.","Two persons inside the tent, an 18-year-old male and a juvenile female who was 9 months pregnant, were both injured.  Both victims were treated for their injuries, and were in stable yet serious condition as of the evening of August 3rd;  the baby was reported unharmed.",CSV
202408,3,1506,202408,3,1506,195454,1208640,LOUISIANA,22,2024,August,Lightning,C,33,EAST BATON ROUGE,LIX,03-AUG-24 15:06:00,CST-6,03-AUG-24 15:06:00,0,0,0,0,100.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,E,MILLERVILLE,1.0,E,MILLERVILLE,30.45,-91.02,30.45,-91.02,"A pretty typical summertime convective setup was in place with a cold front decaying as it reached southern Louisiana and Mississippi while daytime highs were in the mid to upper 90s. Robust updrafts were abundant from high low level moisture, very warm surface temperatures and low level lift from the stalling frontal boundary. The resultant thunderstorms produced severe hail and damaging wind gusts. 2 homes were also damaged by lightning strikes.",Local broadcast media news story showed that a tree fell onto a house and car on Shadybrook Drive near Sherwood Forest Boulevard after being struck by lightning. No reports of injuries. Time was estimated by a combination of radar and lightning data.,CSV
202408,3,1530,202408,3,1530,195454,1208646,LOUISIANA,22,2024,August,Lightning,C,33,EAST BATON ROUGE,LIX,03-AUG-24 15:30:00,CST-6,03-AUG-24 15:30:00,0,0,0,0,300.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,1.0,NE,SUNNYBROOK,1.0,NE,SUNNYBROOK,30.5147,-91.0521,30.5147,-91.0521,"A pretty typical summertime convective setup was in place with a cold front decaying as it reached southern Louisiana and Mississippi while daytime highs were in the mid to upper 90s. Robust updrafts were abundant from high low level moisture, very warm surface temperatures and low level lift from the stalling frontal boundary. The resultant thunderstorms produced severe hail and damaging wind gusts. 2 homes were also damaged by lightning strikes.",The Central Fire Department posted a picture on social media showing home on fire caused by a lightning strike in Central on Bryce Canyon Drive. Time estimated by radar.,CSV
202408,26,1754,202408,26,1754,196143,1213490,VIRGINIA,51,2024,August,Lightning,C,760,RICHMOND (C),AKQ,26-AUG-24 17:54:00,EST-5,26-AUG-24 17:54:00,0,0,0,0,10.00K,0.00K,Broadcast Media,,,,,,,,,,,,47.0,SW,WELLFORD,47.0,SW,WELLFORD,37.49,-77.48,37.49,-77.48,Scattered storms developed across central Virginia on August 26 under a belt of northwest flow aloft. A few storms became severe and produced damaging winds across portions of central Virginia.,Broadcast Media reported a fire caused by lightning at the Cardinal Elementary School.,CSV
202408,26,1735,202408,26,1735,196143,1213492,VIRGINIA,51,2024,August,Lightning,C,41,CHESTERFIELD,AKQ,26-AUG-24 17:35:00,EST-5,26-AUG-24 17:35:00,0,0,0,0,20.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,W,MIDLOTHIAN,1.0,W,MIDLOTHIAN,37.5,-77.67,37.5,-77.67,Scattered storms developed across central Virginia on August 26 under a belt of northwest flow aloft. A few storms became severe and produced damaging winds across portions of central Virginia.,Broadcast Media reported a lightning strike to a house in the 14300 Block of Charter Landing Drive near Midlothian High School that caused a fire in the attic. No injuries were reported.,CSV
202408,26,1737,202408,26,1737,196143,1213494,VIRGINIA,51,2024,August,Lightning,C,41,CHESTERFIELD,AKQ,26-AUG-24 17:37:00,EST-5,26-AUG-24 17:37:00,0,0,0,0,20.00K,0.00K,Broadcast Media,,,,,,,,,,,,3.0,SE,BON AIR,3.0,SE,BON AIR,37.49,-77.53,37.49,-77.53,Scattered storms developed across central Virginia on August 26 under a belt of northwest flow aloft. A few storms became severe and produced damaging winds across portions of central Virginia.,Broadcast Media reported a lightning strike to a home in the 1700 Block of Bellows Drive off of Elkhardt Road which caused a house fire. No injuries were reported.,CSV
202408,15,1522,202408,15,1535,196090,1213152,IDAHO,16,2024,August,Lightning,C,5,BANNOCK,PIH,15-AUG-24 15:22:00,MST-7,15-AUG-24 15:35:00,0,0,0,0,8.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,1.0,WNW,CHUBBUCK,1.0,WNW,CHUBBUCK,42.9255,-112.4683,42.9255,-112.4683,Several reports of severe weather received.,Lightning struck a power pole resulting in a fire and part of a tree caught in wires.,CSV
202408,15,1642,202408,15,1700,196090,1213165,IDAHO,16,2024,August,Lightning,C,43,FREMONT,PIH,15-AUG-24 16:42:00,MST-7,15-AUG-24 17:00:00,0,0,0,0,0.10K,0.00K,Emergency Manager,,,,,,,,,,,,6.0,NNW,PARKER,6.0,NNW,PARKER,44.0302,-111.8162,44.0302,-111.8162,Several reports of severe weather received.,Fremont County Emergency Manager reported lightning strike started a fire on the west side of Red Rd.,CSV
202408,2,1757,202408,2,1758,192837,1190711,ALABAMA,1,2024,August,Lightning,C,117,SHELBY,BMX,02-AUG-24 17:57:00,CST-6,02-AUG-24 17:58:00,0,0,0,0,15.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,WNW,SILURIA,1.0,WNW,SILURIA,33.2335,-86.839,33.2335,-86.839,"Northwesterly flow was present over Central Alabama with an area of low pressure over Indiana and a strong ridge centered over the southwestern United States. A residual outflow boundary present over North Alabama located to the southeast of a surface front over West Tennessee prompted convective initiation during the afternoon hours of August 2. Severe thunderstorms developed along a broken line around midday, which moved southeastward through eastern Central Alabama during the afternoon. Numerous reports of damage, mainly to trees, were received from Etowah, Calhoun, St. Clair, and Talladega counties. A second complex of storms developed west of I-65 by late afternoon, with more wind damage reports from parts of Tuscaloosa, Hale, and Jefferson counties.","Local news media report of a home struck by lightning near the intersection of Pebble Ave and Winterhaven Dr in Alabaster. The fire department confirmed the strike hit a tree in the backyard, traveling to the home and hitting a gas meter, where a structural fire ensued.",CSV
202408,1,1838,202408,1,1839,193062,1191946,INDIANA,18,2024,August,Lightning,C,41,FAYETTE,ILN,01-AUG-24 18:38:00,EST-5,01-AUG-24 18:39:00,1,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,N,CONNERSVILLE,1.0,N,CONNERSVILLE,39.6682,-85.126,39.6682,-85.126,Thunderstorms developed ahead of an upper level disturbance moving through the Ohio Valley.,A person carrying an aluminum umbrella pole was struck by lightning at a park pool.,CSV
202408,29,2105,202408,29,2105,195926,1211849,VIRGINIA,51,2024,August,Lightning,C,31,CAMPBELL,RNK,29-AUG-24 21:05:00,EST-5,29-AUG-24 21:05:00,0,0,0,0,0.50K,,911 Call Center,,,,,,,,,,,,1.0,SE,GLADYS,1.0,SE,GLADYS,37.16,-79.07,37.16,-79.07,"A strong cold front was centered over the region and was the trigger for several showers and storms. Some of these storms produced damaging winds which brought down many trees. Lightning from one thunderstorm struck a tree, which caught on fire, in Campbell county.",Lightning struck a tree which then caught on fire. Damage values are estimated.,CSV
202408,12,1550,202408,12,1550,196083,1213229,ARIZONA,4,2024,August,Lightning,C,5,COCONINO,FGZ,12-AUG-24 15:50:00,MST-7,12-AUG-24 15:50:00,2,0,0,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,4.0,SW,PAGE,4.0,SW,PAGE,36.88,-111.51,36.88,-111.51,"Ample monoon moisture and slow moving thunderstorms brought lightning, heavy rain, and flash flooding to a few locations across northern Arizona.",Two people were injured by lightning near the Rim Overlook at Horseshoe Bend.,CSV
